ItemID,Sentiment,SentimentSource,SentimentText
607,1,Sentiment140, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. 
608,1,Sentiment140, baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva
609,0,Sentiment140,#NAME?
610,0,Sentiment140,#NAME?
611,1,Sentiment140, Back to basics 
612,0,Sentiment140, bad day 2day. Broken glasses  rainy weather  uof
613,0,Sentiment140, bad night for the pens
614,0,Sentiment140, bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try
615,1,Sentiment140, BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD
616,0,Sentiment140,' bank account is negative $118... 
617,1,Sentiment140, Bas one last time 2 update my status 
618,1,Sentiment140, baseball.
619,0,Sentiment140, bcd's closed! i guess nodaji it is.
620,0,Sentiment140,"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3"
621,0,Sentiment140, bed time......................................................
622,0,Sentiment140, bedss gayyyy ... oh well Goodnight people  @technotetris and @ShaunAcland ;D
623,1,Sentiment140,- been up for 2 days straight. LoL. i NEVER sleep. 
624,0,Sentiment140, being afraid of food is an eating disorder right?
625,0,Sentiment140, being told im beautiful doesnt make my tummy better
626,0,Sentiment140, besides that great graduation day. I finaly made it I'm a highschool graduate ! Moms word .. Chapter close .. Keep pushing foward.
627,0,Sentiment140,"  still no phone. bukas pa raw in the afternoon...  oh well, i survived 7 days, what's one more... day...  another day, another destiny"
628,1,Sentiment140,  such a nice day
629,1,Sentiment140,  Summertime by DJ Jazzy Jeff and The Fresh Prince
630,0,Sentiment140,  The iPhone will be out of commission for a while.
631,1,Sentiment140,  the weather is lushhh!
632,0,Sentiment140,  Things are not good in my head. I may not be around a lot this weekend.
633,1,Sentiment140,  third date went well....moving on to fourth!!!!!!
634,1,Sentiment140,  To The Death! An awesome random comic for the certifiably not sane. (  )
635,0,Sentiment140,  try and enjoy ur family &amp; I am here if I need anything-anything!!!. Love you Sis-be brave &amp; I know u r strong ur in my prayers
636,1,Sentiment140,  twilight !!!
637,0,Sentiment140,  twitter wont let me send replies today - boo hoo
638,1,Sentiment140,  two more days.
639,0,Sentiment140,  ughhh..
640,0,Sentiment140,  UVA baseball...   Come on boys you can do it
641,0,Sentiment140,  water works are gonna start
642,0,Sentiment140," - Well i wrote a missive post about last night and all the things that happened, it got deleted tho by... http://tumblr.com/x9c238auy"
643,0,Sentiment140,"  well, I guess I knew it was going to break sometime..."
644,1,Sentiment140, - 'What Canadians Have to be Proud of' http://bit.ly/NX4aQ
645,0,Sentiment140,  why is it raining?
646,0,Sentiment140,  why me?
647,1,Sentiment140,  xD go day!!!
648,1,Sentiment140, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l
649,1,Sentiment140,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now 
650,1,Sentiment140, #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack
651,0,Sentiment140, #squaresp #squarespac #squarespace #trackle giveaways giveway iphonegiveway squarespace squarespce trackle
652,1,Sentiment140, &lt;*~Free!~*&gt;
653,1,Sentiment140, &lt;----that's me smiling.
654,0,Sentiment140,- &quot;......you were asleep while i gathered my things in the dark. the burns on my fingers were all that was left of the spark...&quot; - 
655,0,Sentiment140, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs )
656,0,Sentiment140, &quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(
657,0,Sentiment140," &quot;Meteorologists Predict Chilly, Rainy Midsummer | News in Finland| yle.fi&quot; + thunder  ( http://bit.ly/15TpJC )"
658,1,Sentiment140, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq )
659,1,Sentiment140, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 )
660,1,Sentiment140," &quot;The universe is a living being, and it's conscious, and it's very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek."
661,1,Sentiment140,- &quot;the world makes music for people who listen &quot; 
662,1,Sentiment140, &quot;Will Digg’s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 )
663,0,Sentiment140, (angry) mixed motions! but soo frustrated x( http://plurk.com/p/13s5mg
664,0,Sentiment140, (mood i am in)
665,1,Sentiment140, *exited* I just bought some oreos!! I hope everyone likes oreos..
666,0,Sentiment140, *hugs @ignorantsheep*
667,0,Sentiment140, *sends you e-hugs*
668,0,Sentiment140, *tear*
669,0,Sentiment140," *cries* I'm so depressed, thanks to you my angel! &quot;I'm gonna find someone someday who might actually treat me well&quot;!!"
670,0,Sentiment140,"--- *On my way to the doctors with my Duo, my ass hasn't even had breakfast yet  lol"
671,0,Sentiment140, *sob* must be in bed!!
672,0,Sentiment140, *wishes she was at summer jam*
673,0,Sentiment140," , school! GrRr im not in the mood to take my make up back off then put it on again when the teachers leave!"
674,1,Sentiment140,-- . BABBBBBBBBYY .  I missed you MUCH!!
675,0,Sentiment140, . Sunday is over.
676,1,Sentiment140,-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI! 
677,0,Sentiment140, .. why the jonas are bad with us !! come to paraguay
678,1,Sentiment140, ... its JONAS DAY!!!!!!!!
679,0,Sentiment140, ... UghH... Anybody wanna come to my house and cook? My mom is leavin for work and aint cook me shit !... Can't trust dem hoes!!!
680,0,Sentiment140, ....  i don't know what to do..
681,0,Sentiment140, .... i think i lost my spanish book!! :-X
682,0,Sentiment140, .... Life can be so complicated. I know God has a plan .... I just have to trust in him.
683,0,Sentiment140," ......... Oh well, at least Suzumiya Haruhi no Yuuutsu is on air."
684,0,Sentiment140, .........not really a good night guys ! buu huu
685,0,Sentiment140, ...I did not get cast in but I will keep looking for some dance opportunities.  I need some exercise.
686,0,Sentiment140, ...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops
687,0,Sentiment140, ..i forgot to bring my new sharpie pens to school today..booo!
688,0,Sentiment140, ..omg...my celly is off...this hasn't happened to me in years...WTF!!! gota get my bill paid
689,1,Sentiment140, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke
690,0,Sentiment140, :'( this is so horrible
691,0,Sentiment140, :'( where ius that one person that can make me smile 
692,0,Sentiment140, :S this tweetdeck is killing me hate it 
693,1,Sentiment140, ;) July Flowers (July 2009) #Holiday
694,0,Sentiment140, @ last.fm not working.
695,1,Sentiment140, @aaronXnow finally got twitter haha
696,1,Sentiment140, @aChAotIcBeaUtY
697,1,Sentiment140, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO
698,0,Sentiment140,"- @alexjreid - saw that earlier, can't even comprehend what that couple were feeling. Really tragic "
699,1,Sentiment140,"- @alittlebit - temperature is down, but the pain is still bad. Hoping antibiotics kick in soon! Thanks for asking "
700,1,Sentiment140,"-- @anyamanda said I tweets less these days so, hi! "
701,1,Sentiment140," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe it'll warm up real fast??? LOL"
702,0,Sentiment140,- @benboychuk I hope it's not actually on here birthday that she's getting shots.  
703,0,Sentiment140," @billbeckett's signature has 100% rubbed off my mondayeyes bracelet. At least I have plenty of autographs from him, but still. Sad day."
704,1,Sentiment140, @blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo
705,1,Sentiment140, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz
706,1,Sentiment140,- @breegeek I'll know if u can't find a replacement 4me. I'll still pay u if not.  I won't let u hang
707,1,Sentiment140, @canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm
708,1,Sentiment140,- @carole29 yep  coz of the England game on Wednesday
709,0,Sentiment140," , Alllllan ruins my lifeeee."
710,1,Sentiment140,-- . =D There's my BOO.  *Blushes*
711,1,Sentiment140,-- . BYYEEE . ILY2 Jamarcusssssss 
712,0,Sentiment140, . I was want to buy the sims 3 . But it sold out . Wtf . Haha..
713,1,Sentiment140,-- . You aint gotta apologize. I know I'm not ugly. 
714,0,Sentiment140, .. just 
715,0,Sentiment140," .. yep,i have things my way all the time. i am selfish. everything revolves around me. yep. im a bitch. great for me (Y) =|"
716,0,Sentiment140, ... ...I don't wanna get rid of twitter  You guys are too cool...
717,0,Sentiment140, ... i try... i try so hard... and i seem to get no credit for it.... wats the prob?
718,0,Sentiment140,"- ... wide awake, but dont actually wanna go to school :S  xxx"
719,0,Sentiment140, .... Dream beautiful.
720,0,Sentiment140, .... now only have one roommate....
721,0,Sentiment140, ..... Im givin myself 5 minutes to turn that frown upside down
722,0,Sentiment140, ......i cant even say a word right now
723,0,Sentiment140, .....why am i so sad??...becuz of u or becuz of the exam??.....i think..becuz of u... 
724,0,Sentiment140, ...?                   ..frustrated?
725,0,Sentiment140, ...and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my chest.
726,0,Sentiment140, ...just found out that a friend from my childhood has passed away... May he Rest In Peace.
727,0,Sentiment140, ...still in the office... 
728,1,Sentiment140, ...that is all
729,0,Sentiment140, ..sniffles... since I dont get to leave this fucking house...AW GREAT the power's gone. and its getting dark.. Puurfect!
730,0,Sentiment140, / I feel so ... ... Left out
731,0,Sentiment140, ::sigh:: we didnt win the contest . stupid popularity contest. i had so many votes for her also.  im realy sad. i had such a good feeling
732,0,Sentiment140, ;( noooo! why? things are so complicated if I spelt that wrong idc
733,0,Sentiment140, ;( noooo! why? things are so complicated if I spelt thy wrong idc
734,1,Sentiment140," ;) Butterfly Day (Jun 19, 2009) #Holiday"
735,1,Sentiment140, ??? what does it means ?
736,0,Sentiment140, @ JFK International Airport http://loopt.us/PPYZTQ.t
737,0,Sentiment140, @ jonas brothers youtube bein suspended
738,0,Sentiment140, @ moval court 4 a traffic ticket..I should b sleeping..aahh.
739,1,Sentiment140,- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!
740,1,Sentiment140, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI
741,1,Sentiment140," @AriaaJaeger Created from the realms of Light, pure love commands the fold When you think and speak with love, a new world you'll behold~"
742,1,Sentiment140, @arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j
743,0,Sentiment140, @bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM
744,0,Sentiment140, @beckobviously i have no car to come to you either.
745,0,Sentiment140, @belllareow has disappeared again 
746,0,Sentiment140,- @billyraycyrus oi tell your daughter to lower her ticket prices we cant afford it in london  my sister cried.
747,0,Sentiment140,"- @brooklyn_belle LOL. &quot;cat.&quot; I'm a huge fan. Also, the more i think about it, the more I think you should hold off on Sims 3 "
748,1,Sentiment140," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS"
749,0,Sentiment140," @cnnbrk: Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62."
750,1,Sentiment140,"- @cmedders Yes, before the show, I suggested that we ought to do a celebrity deathmatch "
751,1,Sentiment140," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6"
752,1,Sentiment140, @danawalker Washington Capitals would be one of #myweakness as well.
753,1,Sentiment140," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it's tok'ra"
754,0,Sentiment140, @desiredeffect
755,1,Sentiment140, @dustincary yea I really wanna see a win for him at daytona
756,1,Sentiment140, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes
757,1,Sentiment140, @EightyThreeKid aww I'm sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper
758,0,Sentiment140,"- @fontenot619 Hey you! @PoisonGirl10 How long will you be on? @summerblonde83 Thx! @Nic0pic0 hehehe yw ;) @sevgli Yeah, they're not! "
759,1,Sentiment140," @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks, dude!! &quot; ? http://blip.fm/~6svjq"
760,0,Sentiment140, @HitzProductions unfortunately I'm coming from NJ the boonies...I gotta drive to the path
761,0,Sentiment140,"- @iamfauxpas All gigs this weekend have been cancelled, so it may be temporary or shut for good. Still trying to find out. BOO. "
762,1,Sentiment140," @idvssuperego Started working on a “warm, fluffy fart�? tweet before realizing I don’t especially like far.. http://tr.im/n7J0"
763,1,Sentiment140, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7
764,0,Sentiment140, @isak is mad at me. #fail
765,1,Sentiment140, @jazzgotsoul @liveguy lol nooooooooo!!!
766,0,Sentiment140, @jessdelight I just played ur joint two songs ago. Everyone in studio was feeling it!
767,0,Sentiment140,- @jonswerens I can't get excited about Conan. 
768,1,Sentiment140, @LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!
769,1,Sentiment140, @latuacatante17 youu welcomee
770,1,Sentiment140," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child..."
771,0,Sentiment140, @lisad stopped talking to me. I should stalk her. ^^
772,0,Sentiment140,"- @littlecharva - you'll be pleased to know I did not have a nice night's sleep, even in a comfy bed ;) even a sleeping bag would be same "
773,1,Sentiment140," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y"
774,0,Sentiment140, @lushone toolio has court on the 24th...
775,0,Sentiment140," @Mgapmp When you meet @johncmayer tonight, please tell him my story. How Laker Fans made me miss his show!"
776,1,Sentiment140, @MICHAEL_CASTRO is not at 902  thanks!
777,0,Sentiment140,- @minxlj hope you get better soon 
778,0,Sentiment140, @misterdjin i just saw...
779,0,Sentiment140, @Mizz_Bliz I slept late too. I wonder y u did...Mhmm. I'm not as hype as u think to leave the country for 2 weeks &amp; 3 days.
780,0,Sentiment140, @MIZZWALKER which one???
781,0,Sentiment140, @moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?
782,0,Sentiment140, @Mp3Jackson Is Upset With Me Lol
783,1,Sentiment140," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me"
784,0,Sentiment140, @Nambu sending my tweets from wrong account although selected the right one.
785,1,Sentiment140," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!"
786,1,Sentiment140, big ass kool-aid smile on my face from talkin to my boo...
787,0,Sentiment140, bleh... I feel like QQing now. 
788,1,Sentiment140, blowdrying my hair
789,0,Sentiment140, Boo to that 
790,1,Sentiment140, bored........doing nothing at all....okay...i'm a pretty shy girl...
791,1,Sentiment140, BOREDDDD  going to do powerpoint
792,0,Sentiment140, boring nite...damn I guess I better get use to this
793,0,Sentiment140, boro let me down. It's getting very tight.
794,1,Sentiment140, bosco graduation then sara's voice recital
795,1,Sentiment140, breakfast with family
796,1,Sentiment140, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;)
797,0,Sentiment140, bummed to be missing bb Kris's comcast chat. Stupid responsibilities.
798,0,Sentiment140," burnt tongue, hot chocolate has a downside"
799,0,Sentiment140, but eatting popcorn so its getting better
800,0,Sentiment140, but I don't want a boyfriend for the summer.
801,0,Sentiment140," but I love you, Aaron."
802,0,Sentiment140," but not HIM! He's just a brown nose, telling her she's super-duper beautyful and then he just said a day before: sorry someone died!"
803,1,Sentiment140,#NAME?
804,0,Sentiment140, can first see MTV Movie Awards on Thursday!! how sad!!&lt;3&lt;3 but am looking forward to Thursday!! jubii!!
805,0,Sentiment140, Can I join you?  {*_*}  KarenWild
806,0,Sentiment140, canon powershot s400 you had served me very well. i am sorry that i left u in that car for hottest 3 days... i mourn your loss
807,0,Sentiment140," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu"
808,0,Sentiment140," can't get motivated, it might b the sunday crying club for me!!"
809,0,Sentiment140, cant get up to auckland to watch jb 3d movie. im soo gutterd. suppose i have to wait till the dvd release..
810,0,Sentiment140, Can't log into my computer at work.  ack!  Got lots to do. IT guru out today. can anyone help me?
811,0,Sentiment140, can't make any labels til my computer is fixed..can't fix my computer until I make some money..can't make money unless I sell soap grrrr
812,0,Sentiment140, can't sleep -_- this sucks eggs and bacon! I'm suppose to get up early to
813,0,Sentiment140," can't sleep, so damn miserable! I'm sooooo itchy please help, I can't sleep, I'm going to cry! :'("
814,1,Sentiment140, Can't Wait For Hills Finale Tonight! ♥
815,1,Sentiment140," Can't wait for the weekend, BMTH on Saturday!"
816,0,Sentiment140, Carrie has a bad eye infection...just waiting for hear from the vets to see if they found anything 
817,0,Sentiment140, cba i'm revising my french oral fuck it
818,1,Sentiment140,- certification test #2 at 8:30 this morning. Feeling much better about this one today 
819,1,Sentiment140, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;)
820,1,Sentiment140,#NAME?
821,1,Sentiment140, chocolate cake with a delicious strawberry yummy yummy
822,1,Sentiment140," church with matt,was...good. I think I'm going to be a 'churchgirl' now. )"
823,1,Sentiment140,-- city tonight for mae! 
824,0,Sentiment140, cnt even use a single Twitter App!!!!!
825,0,Sentiment140," cold, despite the heater. weirdly though, it's not actually cold today!"
826,0,Sentiment140, come on bitchesss #barakatday #barakatday #barakatday #barakatday
827,0,Sentiment140, come party
828,1,Sentiment140," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx"
829,1,Sentiment140, Coming up to the home stretch now with this J/M fic. YAY!!
830,0,Sentiment140, computer is being very tempermental at the moment....
831,1,Sentiment140," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics"
832,1,Sentiment140, Content.&quot;made a pac lets see how long it last&quot;
833,1,Sentiment140, cookies the first time
834,0,Sentiment140, could this night be any worse?
835,0,Sentiment140, couldn't find it
836,0,Sentiment140, cramps. Drugs--good.
837,0,Sentiment140, crap day tat will get craper
838,0,Sentiment140, credit card bill. ow my wallet.
839,0,Sentiment140,"-- dad came back &amp;asked us to go to anyer till thu! While him, gonna go back &amp;forth from banten to anyer, for us. Poor him "
840,0,Sentiment140, dads got to turn the power off  caio
841,0,Sentiment140, dammit... No more sleep for me.. And on my day off to.. :-/
842,0,Sentiment140," damn gettin it from someone right now, damn i guess im not sleeping tonite with these texts.. "
843,0,Sentiment140, damn u still haven't been to sleep? and just look them up...i think it was Royalty Beats and City Council
844,0,Sentiment140, damn! didnt make on time and the border was closed! drove hr. to toher side of state to make it ti Mexico!.sniff! sniff! tired!
845,0,Sentiment140," Damn, lost three followers... I was getting so close to fifty.. Help me out?"
846,0,Sentiment140, damn. There has to be something wrong. And its not youu
847,0,Sentiment140, Dan won't have off for my birthday.
848,0,Sentiment140," darn you city, I just want to leave!"
849,1,Sentiment140, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_
850,0,Sentiment140, definately bedtime
851,0,Sentiment140, definately just missed my train. smh. fuck!
852,0,Sentiment140, depressing day ? http://blip.fm/~6tfp6
853,0,Sentiment140," devstateddd, my silly iphone deleted all my jailbreak stuff  thats 25 apps !"
854,0,Sentiment140, did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!
855,0,Sentiment140, didn't get much sleep again cos of the flippin neighbours! Grr time to work again! 
856,0,Sentiment140," Didn't get to do some car scheming tonight. sad. but i did get to mosh while looking like a complete bogan, WOOTS!"
857,0,Sentiment140, didn't go out last night I fell asleep .... I Suck (not literally)
858,1,Sentiment140," Didn't have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3"
859,0,Sentiment140, didn't think Netball was on coz it was raining when I got there ... Now no one can take me  Manee is going to b annoyed :|
860,0,Sentiment140, Didn't win the twitter contest. BOO
861,0,Sentiment140, Dinara lost again in Roland Garros. Why the Safins have to do it hard?
862,1,Sentiment140, dinner &lt; bath &lt; workout &lt; run
863,1,Sentiment140, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria)
864,0,Sentiment140, dissapointed.
865,0,Sentiment140, does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...
866,0,Sentiment140, doesn't know what to get fir a tattoo
867,0,Sentiment140, dont feel good ptosis ;)
868,1,Sentiment140, Don't forget to vote today! http://bit.ly/3MG0r
869,0,Sentiment140,- don't ignore the smell of sizzling skin when you're sitting in the sun! 
870,0,Sentiment140, dont know whats wrong with me
871,0,Sentiment140, Don't like ending the night arguing with the huz in SMF over stupid home improvement crap.
872,0,Sentiment140, don't wanna go to work
873,1,Sentiment140, @Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv
874,0,Sentiment140, @DemonicTurtle - You guys have fun last night? I hope you got my text... Pub quizzage tomorrow?
875,1,Sentiment140, @DJWiLLGATES
876,0,Sentiment140," @electrograffiti I know but I'll miss having someone to bitch about Brussels trams, metro, bad customer service, lack of quorn.. etc."
877,0,Sentiment140, @ELYSIANFIELDZ=CLASS @ELYSIANFIELDZAJ=NO ANSWER @RON_NO4LYFE=WORK @_ETJ= ON THE ROAD @PLUSISAPLUS=N NOLA IM HUNGRY WITH NO1 2 EAT WITH!
878,1,Sentiment140, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl
879,1,Sentiment140," @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)"
880,0,Sentiment140,- @flopearedmule  Guess that's the end of my love affair with emusic.
881,1,Sentiment140, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer
882,1,Sentiment140,- @hannahradford is taking me to lunch today 
883,0,Sentiment140, @I_am_delo
884,0,Sentiment140, @iggigg too busy to see me in London this evening. What is a boy to do?
885,0,Sentiment140, @JeffersonReid is never on Twitter anymore 
886,1,Sentiment140, @jessdelight: LMAO @liveguy
887,1,Sentiment140, @joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq
888,1,Sentiment140," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf"
889,0,Sentiment140, @joseke Trent Reznor quits Twitter - http://migre.me/281e (via @trabalhosujo)
890,0,Sentiment140,- @Kerry350 would love to meet up with yourself and @angeloys but I've made plans already  we'll get another opportunity again soon!
891,1,Sentiment140, @krystynchong that's a lovely compliment. thx much! 
892,1,Sentiment140, @ksymmonds THANKYOU 
893,0,Sentiment140, @LAFD*UPDATE: SB 110 Fwy x 8th St* Correction: Dead female now '16 y/o'; LAFD complete; CHP &amp; Coroner to handle; NFD - Brian Humphrey###
894,0,Sentiment140, @lazoug KStew and MA still together http://bit.ly/cdrcw happy or not?? Lol Im happy if Kristen is happy
895,0,Sentiment140,- @libraritarian59 Oh no! @donutspy isn't a good link! 
896,0,Sentiment140,"- @littlecharva - if the front wasn't black on both, I would have got the white one. As it is, the black looks sleek &amp; the white doesn't "
897,0,Sentiment140,"- @littlecharva - the full voice control is making me want iPhone 3GS, but 02 will charge me a fortune as my 3G contract not up til April "
898,0,Sentiment140, @MaMii_THiCKNESS don't do dat. jst tell em 2 suck ur dyck! that always makes me feel better
899,1,Sentiment140,- @MelbourneVixens Awesome 4th quarter ladies! Great game 
900,0,Sentiment140, @monique4ever is messing with my mind.
901,1,Sentiment140, @netfart quite the opposite
902,1,Sentiment140,"- @nikkofelipe night, and thanks for the call "
903,0,Sentiment140, @ohhushaubrey it makes me wanna cry
904,1,Sentiment140," @PAN1F @OregonMJW No, I do know the difference! Like I say, it's been a long time. A very long time http://tr.im/nJOo"
905,1,Sentiment140, @PhillMason @Philoscribe Thank you. I am genuinely grateful
906,1,Sentiment140,- @PinkElephant73 So pretty much you look like a candy floss machine today 
907,1,Sentiment140, @prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv
908,0,Sentiment140, Dont Wanna Leave NY Today.
909,0,Sentiment140,' dont worry about the for amigos!! there still hangin in there'   &lt;//3  
910,0,Sentiment140, down to 3k in chips.
911,0,Sentiment140," downloaded one movie yesterday and having some problem with that ,  i thnk i deserve that..."
912,0,Sentiment140, Driving Lizzie to the airport. Say good bye Lizzie.
913,1,Sentiment140,-- DT tonight; DT tomorrow day &amp; night   beauty.
914,0,Sentiment140, dude I almost just shocked myself. Lesson learned never get outta the shower and think electricity won't hate on ur ass.
915,0,Sentiment140,- eaten some steak!!! im feeling good! much better!! missing my lady though 
916,0,Sentiment140, eating my last wizz fizz
917,0,Sentiment140, ECL all day to try to cram all of this organic chemistry back into my head. Final tomorrow. ugh
918,0,Sentiment140, eff that bitch at Dunkin Donuts
919,1,Sentiment140," elise and melanie are the SHIZ,"
920,0,Sentiment140, ellie just text me saying &quot;theyre not gona read our text are they? &quot; I WILL SPEAK TO MCFLY!
921,0,Sentiment140, emotional.
922,0,Sentiment140," Everton F.C. just got beat in the Finals of the F.A. Cup against Chealea F.C. Oh well, at least we got to the finals and played well!"
923,0,Sentiment140, everton. oh well. lol.
924,0,Sentiment140, every fucking day
925,0,Sentiment140, every one i was talking to on msn has gone offline  and i won't be able to talk till them tomorrow  i feel lonely :'( x
926,1,Sentiment140,- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days 
927,0,Sentiment140," every time i leave my room,i miss bubu sending me a msg and then he's gone,same on my side.its been hapnin all day...universe?!!mxit then"
928,0,Sentiment140, everyones drunk but me
929,0,Sentiment140, everyones dying or bordeirlne on SVU 
930,0,Sentiment140, Exams.....help !
931,0,Sentiment140, expensive car repairs   
932,1,Sentiment140, Explore twitter
933,0,Sentiment140, F%$&amp;ing Red Wings!
934,0,Sentiment140," failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
935,0,Sentiment140, failing at everything i should just give up now....
936,1,Sentiment140, Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v
937,0,Sentiment140, famliy  going bck homee and have too taKE sister hores riding oh no gonna be a boring day 
938,0,Sentiment140, Farrah Fawcett dies of cancer at 62. http://bit.ly/OnhYd
939,0,Sentiment140, fcukk you!
940,0,Sentiment140, fedex will be kicked out of the french open ...
941,0,Sentiment140, feelin very pessimistic ):
942,0,Sentiment140, feeling a litle sad 
943,0,Sentiment140, feeling all sad leaving mumbai...
944,0,Sentiment140, feeling down. reality is setting in. i know i should be beyond this point. why am i still here? i want to follow my dreams but im scared
945,0,Sentiment140, Feels bad for Cali... poor thing.
946,0,Sentiment140, female model tortured by prince http://tinyurl.com/mbmanohara
947,0,Sentiment140, ferrets are much cooler than fishes.
948,1,Sentiment140, FIELD TRIP TODAY  LEAVING NOW :3
949,1,Sentiment140,"- finally at home ; bout to napp , then get ready for college tomorrow  ughhh ; sooo excited !"
950,0,Sentiment140, Finally managed to check the Euromillions results......NO �89 million for me I'm afraid :[   Oh well...you gotta be in it to win it!
951,0,Sentiment140," finding out the Hollywood Video i frequent, is not re-model-ing, and is in fact, closed  *cancels account* so much 4 super cheap DVDs"
952,0,Sentiment140, @PurpleHazeYobi Hope you had fun with &quot;Lisa&quot; the Jillian replacement lol... I was busy getting @_rosiecakes drunk! lol I &lt;3 u both... xo
953,0,Sentiment140, @richietachie i missed all..imma call u tomorrow..and reduce the number of Qs by tomorrow pls...i have a phobia for that lol seriously
